Time [s],Change in time [s],Time [h],Change in time [h],Throughput capacity [A.h],Change in throughput capacity [A.h],Throughput energy [W.h],Change in throughput energy [W.h],Loss of lithium inventory [%],Change in loss of lithium inventory [%],"Loss of lithium inventory, including electrolyte [%]","Change in loss of lithium inventory, including electrolyte [%]",Total lithium [mol],Change in total lithium [mol],Total lithium in electrolyte [mol],Change in total lithium in electrolyte [mol],Total lithium in particles [mol],Change in total lithium in particles [mol],Total lithium lost [mol],Change in total lithium lost [mol],Total lithium lost from particles [mol],Change in total lithium lost from particles [mol],Total lithium lost from electrolyte [mol],Change in total lithium lost from electrolyte [mol],Loss of lithium to negative SEI [mol],Change in loss of lithium to negative SEI [mol],Loss of capacity to negative SEI [A.h],Change in loss of capacity to negative SEI [A.h],Loss of lithium to positive SEI [mol],Change in loss of lithium to positive SEI [mol],Loss of capacity to positive SEI [A.h],Change in loss of capacity to positive SEI [A.h],Total lithium lost to side reactions [mol],Change in total lithium lost to side reactions [mol],Total capacity lost to side reactions [A.h],Change in total capacity lost to side reactions [A.h],Local ECM resistance [Ohm],Change in local ECM resistance [Ohm],Negative electrode capacity [A.h],Change in negative electrode capacity [A.h],Loss of active material in negative electrode [%],Change in loss of active material in negative electrode [%],Total lithium in negative electrode [mol],Change in total lithium in negative electrode [mol],Loss of lithium to negative lithium plating [mol],Change in loss of lithium to negative lithium plating [mol],Loss of capacity to negative lithium plating [A.h],Change in loss of capacity to negative lithium plating [A.h],Loss of lithium to negative SEI on cracks [mol],Change in loss of lithium to negative SEI on cracks [mol],Loss of capacity to negative SEI on cracks [A.h],Change in loss of capacity to negative SEI on cracks [A.h],Positive electrode capacity [A.h],Change in positive electrode capacity [A.h],Loss of active material in positive electrode [%],Change in loss of active material in positive electrode [%],Total lithium in positive electrode [mol],Change in total lithium in positive electrode [mol],Loss of lithium to positive lithium plating [mol],Change in loss of lithium to positive lithium plating [mol],Loss of capacity to positive lithium plating [A.h],Change in loss of capacity to positive lithium plating [A.h],Loss of lithium to positive SEI on cracks [mol],Change in loss of lithium to positive SEI on cracks [mol],Loss of capacity to positive SEI on cracks [A.h],Change in loss of capacity to positive SEI on cracks [A.h],x_100,y_100,Un(x_100),Up(y_100),Up(y_100) - Un(x_100),Q_Li,n_Li,Q_n,Q_p,Cyclable lithium capacity [A.h],Cyclable lithium capacity [mA.h.cm-2],Negative electrode capacity [mA.h.cm-2],Positive electrode capacity [mA.h.cm-2],Formation capacity loss [A.h],Formation capacity loss [mA.h.cm-2],Negative positive ratio,NPR,Q,Capacity [A.h],Capacity [mA.h.cm-2],x_0,y_0,Un(x_0),Up(y_0),Up(y_0) - Un(x_0),x_100 - x_0,y_0 - y_100,Q_n * (x_100 - x_0),Q_p * (y_0 - y_100),Negative electrode excess capacity ratio,Positive electrode excess capacity ratio,Practical negative positive ratio,Practical NPR,Maximum theoretical energy [W.h],Cycle number
13708.010902645652,13708.010902645652,3.807780806290459,3.807780806290459,9.06266106859961,9.06266106859961,0.0,0.0,1.3934663815739299,1.393466381573944,1.36761480644752,1.3676148064475626,0.28537684299713667,-0.003956972095263522,0.005367718200000004,-1.734723475976807e-18,0.2800091247971367,-0.003956972095263522,0.003956972095263356,0.003956972095263522,0.003956972095263356,0.003956972095263522,-2.6020852139652106e-18,1.734723475976807e-18,0.003956972095294667,0.003956972095294667,0.10605271300113286,0.10605271300113286,0.0,0.0,0.0,0.0,0.003956972095294667,0.003956972095294667,0.10605271300113286,0.10605271300113286,-0.12163498161548185,-0.1517787367787276,5.827615068509379,0.0,0.0,0.0,0.19251312778787724,-0.0034833931921228467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08749599700925945,-0.0004735789031406895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8908489171951904,0.2648935330897677,0.08871412364096949,4.288714123640979,4.200000000000009,7.504659278522853,0.28000912479713674,5.827615068509379,8.7323185203129,7.504659278522853,7.307360543839193,5.674406103709229,8.50274442094732,1.2276592417900467,1.1953838771081269,0.6673617155573663,0.6673617155573663,5.017878639183986,5.017878639183986,4.885957779147016,0.02979708377897141,0.8395265618222313,1.1171204624350033,3.617120462435003,2.5,0.861051833416219,0.5746330287324636,5.017878639183986,5.017878639183986,1.161370269699682,1.7402410756057982,1.126764822475034,1.126764822475034,18.71216427257901,1
27403.887455488544,13695.876552841892,7.612190959857929,3.804410153567192,17.92550566074127,8.86284459214166,0.0,0.0,2.0975832269773917,0.7041168454034619,2.0586688827972637,0.6910540763497437,0.2833773898736827,-0.0019994531234539537,0.005367718200000004,0.0,0.27800967167368273,-0.0019994531234539537,0.0059564252187173095,0.0019994531234539537,0.0059564252187173095,0.0019994531234539537,-2.6020852139652106e-18,0.0,0.005956425218779961,0.001999453123485294,0.1596410181894245,0.053588305188291635,0.0,0.0,0.0,0.0,0.005956425218779961,0.001999453123485294,0.1596410181894245,0.053588305188291635,-0.13630349782452655,-0.17175627198904064,5.827615068509379,0.0,0.0,0.0,0.1905040385515775,-0.0020090892362997492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08750563312210521,9.636112845767819e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8822128610545682,0.2645201277584933,0.0898901666156445,4.28989016661565,4.2000000000000055,7.451070973335399,0.2780096716736827,5.827615068509379,8.7323185203129,7.451070973335399,7.255181084065625,5.674406103709229,8.50274442094732,1.281247546977501,1.247563336881695,0.6673617155573663,0.6673617155573663,4.968799373451182,4.968799373451182,4.83816881543445,0.029582871764261606,0.8335327401469312,1.1219703012130549,3.621970301213055,2.5,0.8526299892903066,0.5690126123884379,4.968799373451182,4.968799373451182,1.1728416928336733,1.7574302892909295,1.1381456674347954,1.1381456674347954,18.53980269706061,2
41127.62473252193,13723.737277032385,11.424340203478314,3.812149243620107,26.661933670422005,8.736428009680736,0.0,0.0,2.6536830816141332,0.5560998546367415,2.6044519781924578,0.5457830953951941,0.28179825482164605,-0.001579135052036662,0.005367718200000005,8.673617379884035e-19,0.2764305366216461,-0.001579135052036662,0.0075355602707539715,0.001579135052036662,0.0075355602707539715,0.001579135052036662,-3.469446951953614e-18,-8.673617379884035e-19,0.0075355602708478756,0.0015791350520679148,0.20196417651195406,0.04232315832252956,0.0,0.0,0.0,0.0,0.0075355602708478756,0.0015791350520679148,0.20196417651195406,0.04232315832252956,-0.12688422729350474,-0.16494439155345791,5.827615068509379,0.0,0.0,0.0,0.1889556480590642,-0.0015483904925132908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08747488856258188,-3.074455952332966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875531278788487,0.26413243360618904,0.09111401902430699,4.291114019024302,4.199999999999995,7.408747815013715,0.27643053662164635,5.827615068509379,8.7323185203129,7.408747815013715,7.213970608582,5.674406103709229,8.50274442094732,1.3235707052991845,1.2887738123653205,0.6673617155573663,0.6673617155573663,4.93084920053628,4.93084920053628,4.801216358847399,0.029413417095621088,0.8287991013492704,1.125800567358026,3.6258005673580262,2.5,0.846117861692866,0.5646666677430814,4.93084920053628,4.93084920053628,1.1818684432441307,1.770956313034917,1.1471056537708386,1.1471056537708386,18.406925853760733,3
54879.10733163571,13751.48259911278,15.244196481009919,3.8198562775313274,35.296529229562914,8.634595559140909,0.0,0.0,3.130531389309681,0.47684830769554765,3.0724538005954685,0.4680018224030107,0.28044416729418586,-0.0013540875274601905,0.005367718200000001,-3.469446951953614e-18,0.2750764490941859,-0.0013540875274601905,0.008889647798214162,0.0013540875274601905,0.008889647798214162,0.0013540875274601905,0.0,3.469446951953614e-18,0.008889647798339444,0.0013540875274915681,0.2382557278479466,0.036291551335992545,0.0,0.0,0.0,0.0,0.008889647798339444,0.0013540875274915681,0.2382557278479466,0.036291551335992545,-0.12714547443798424,-0.16778833382517694,5.827615068509379,0.0,0.0,0.0,0.1876264003689709,-0.0013292476900932937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08745004872521496,-2.4839837366924522e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8689068170134018,0.2643973417082824,0.09027746780883242,4.290277467808824,4.199999999999992,7.372456263678554,0.2750764490941858,5.827615068509379,8.7323185203129,7.372456263678554,7.178633168138805,5.674406103709229,8.50274442094732,1.3598622566343455,1.3241112528085153,0.6673617155573663,0.6673617155573663,4.8930922727121695,4.8930922727121695,4.764452066905714,0.029267922682010606,0.8247401946779698,1.1290849468715873,3.6290849468715876,2.5,0.8396388943313912,0.5603428529696874,4.8930922727121695,4.8930922727121695,1.1909881816471892,1.7846216734990576,1.1561304316315508,1.1561304316315508,18.27097296269973,4
68625.66167361382,13746.55434197712,19.06268379822606,3.8184873172158653,43.8390568154032,8.542527585840283,0.0,0.0,3.5544106961219057,0.42387930681222485,3.4884693025182116,0.41601550192274317,0.2792404937710969,-0.0012036735230889772,0.005367718200000004,2.6020852139652106e-18,0.2738727755710969,-0.0012036735230889772,0.01009332132130314,0.0012036735230889772,0.01009332132130314,0.0012036735230889772,-2.6020852139652106e-18,-2.6020852139652106e-18,0.01009332132145989,0.0012036735231204469,0.2705159610819263,0.03226023323397967,0.0,0.0,0.0,0.0,0.01009332132145989,0.0012036735231204469,0.2705159610819263,0.03226023323397967,-0.1312857447290211,-0.17401378119518363,5.827615068509379,0.0,0.0,0.0,0.18641260000579757,-0.0012138003631733396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08746017556529932,1.0126840084362376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8634869845060753,0.2643199813093151,0.09052162939875913,4.290521629398758,4.199999999999999,7.340196030445421,0.27387277557109696,5.827615068509379,8.7323185203129,7.340196030445421,7.1472210617774286,5.674406103709229,8.50274442094732,1.3921224898674787,1.3555233591698912,0.6673617155573663,0.6673617155573663,4.8622621199947975,4.8622621199947975,4.734432444006618,0.02913844520927945,0.8211322538672075,1.1320044869124484,3.632004486912449,2.5000000000000004,0.8343485392967959,0.5568122725578923,4.8622621199947975,4.8622621199947975,1.198539882196975,1.7959374268210457,1.1636162935084424,1.1636162935084424,18.16149170481339,5
82400.55545194217,13774.893778327343,22.889043181095047,3.8263593828687057,52.298931533467105,8.459874718063908,0.0,0.0,3.9415489853395513,0.3871382892176456,3.868425405857465,0.37995610333925356,0.2781411522816289,-0.0010993414894679976,0.005367718200000004,0.0,0.2727734340816289,-0.0010993414894679976,0.011192662810771137,0.0010993414894679976,0.011192662810771137,0.0010993414894679976,-2.6020852139652106e-18,0.0,0.011192662810958884,0.0010993414894989954,0.29997994128403904,0.02946398020211277,0.0,0.0,0.0,0.0,0.011192662810958884,0.0010993414894989954,0.29997994128403904,0.02946398020211277,-0.1335842712275284,-0.1781064353645128,5.827615068509379,0.0,0.0,0.0,0.18534235999055984,-0.0010702400152377278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08743107409106908,-2.9101474230242008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8585266438325642,0.2642561925061366,0.09072304060014622,4.290723040600145,4.199999999999999,7.310732050244143,0.2727734340816291,5.827615068509379,8.7323185203129,7.310732050244143,7.118531694492835,5.674406103709229,8.50274442094732,1.4215864700687568,1.3842127264544855,0.6673617155573663,0.6673617155573663,4.834044992305372,4.834044992305372,4.706957149274947,0.02902007288091561,0.817837120762537,1.1346709722658261,3.634670972265825,2.499999999999999,0.8295065709516486,0.5535809282564004,4.834044992305372,4.834044992305372,1.2055359595919215,1.8064206134226377,1.1705512181839994,1.1705512181839994,18.061172504879,6
96205.84823754923,13805.292785606056,26.723846732652564,3.8348035515572363,60.685445323749704,8.3865137902826,0.0,0.0,4.301503488285562,0.3599545029460103,4.221702036270557,0.35327663041309165,0.27711900352902474,-0.0010221487526041462,0.005367718200000001,-1.734723475976807e-18,0.27175128532902476,-0.0010221487526041462,0.012214811563375283,0.0010221487526041462,0.012214811563375283,0.0010221487526041462,0.0,1.734723475976807e-18,0.01221481156359436,0.0010221487526354753,0.32737504180461613,0.027395100520577087,0.0,0.0,0.0,0.0,0.01221481156359436,0.0010221487526354753,0.32737504180461613,0.027395100520577087,-0.12750015157475675,-0.17370600864458324,5.827615068509379,0.0,0.0,0.0,0.18434696092597502,-0.0009953990645848176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08740432440304972,-2.6749688019370166e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8540829679913847,0.2640845235244546,0.09126545120345272,4.291265451203455,4.200000000000003,7.2833369497244105,0.27175128532902515,5.827615068509379,8.7323185203129,7.2833369497244105,7.0918568157004955,5.674406103709229,8.50274442094732,1.4489815705884892,1.4108876052468247,0.6673617155573663,0.6673617155573663,4.808790932012355,4.808790932012355,4.682367022407355,0.028909912550992508,0.8147734294348685,1.1371502376098523,3.637150237609852,2.4999999999999996,0.8251730554403922,0.550688905910414,4.808790932012355,4.808790932012355,1.211867005844372,1.8159072922429274,1.176832036681978,1.176832036681978,17.97195993733623,7
110031.40634233544,13825.558104785203,30.564279539537623,3.840432806884781,69.00405194868557,8.318606624935867,0.0,0.0,4.640354585994288,0.33885109770872646,4.554266771620661,0.332564735350104,0.27615678129258464,-0.0009622222364401023,0.0053677182000000006,-8.673617379884035e-19,0.27078906309258466,-0.0009622222364401023,0.013177033799815385,0.0009622222364401023,0.013177033799815385,0.0009622222364401023,8.673617379884035e-19,8.673617379884035e-19,0.013177033800066008,0.0009622222364716482,0.35316402293217614,0.025788981127560007,0.0,0.0,0.0,0.0,0.013177033800066008,0.0009622222364716482,0.35316402293217614,0.025788981127560007,-0.14438012111675586,-0.19232536556809915,5.827615068509379,0.0,0.0,0.0,0.18339274587295676,-0.0009542150530182647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08739631721962793,-8.00718342179596e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496144372810714,0.26411336990405077,0.09117426979566859,4.291174269795665,4.199999999999996,7.257547968597683,0.27078906309258455,5.827615068509379,8.7323185203129,7.257547968597683,7.066745831156457,5.674406103709229,8.50274442094732,1.474770551715217,1.4359985897908634,0.6673617155573663,0.6673617155573663,4.783354896825445,4.783354896825445,4.657599704795953,0.02880612365836701,0.8118894142270476,1.1394841682588968,3.6394841682588965,2.5,0.8208083136227045,0.5477760443229969,4.783354896825445,4.783354896825445,1.2183112468566728,1.8255635863666004,1.1832164224253403,1.1832164224253403,17.880940238553315,8
123878.34994761192,13846.943605275475,34.410652763225535,3.8463732236876353,77.25865520806163,8.254603259376054,0.0,0.0,4.961893635765335,0.3215390497710473,4.869840631982555,0.3155738603618943,0.2752437194029649,-0.0009130618896197595,0.005367718200000001,8.673617379884035e-19,0.2698760012029649,-0.0009130618896197595,0.014090095689435145,0.0009130618896197595,0.014090095689435145,0.0009130618896197595,0.0,-8.673617379884035e-19,0.01409009568971712,0.0009130618896511129,0.3776354339513714,0.024471411019195255,0.0,0.0,0.0,0.0,0.01409009568971712,0.0009130618896511129,0.3776354339513714,0.024471411019195255,-0.13869630368674454,-0.18783424124380496,5.827615068509379,0.0,0.0,0.0,0.1824927769112552,-0.0008999689617015527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.0873832242917097,-1.3092927918234576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8455551069560434,0.2640200159515731,0.09146940945108296,4.2914694094510875,4.200000000000005,7.233076557579327,0.26987600120296473,5.827615068509379,8.7323185203129,7.233076557579327,7.042917777584543,5.674406103709229,8.50274442094732,1.4992419627335725,1.4598266433627771,0.6673617155573663,0.6673617155573663,4.760273073318259,4.760273073318259,4.63512470624952,0.02870755999960584,0.8091527962372477,1.1416988823794143,3.641698882379414,2.4999999999999996,0.8168475469564376,0.5451327802856746,4.760273073318259,4.760273073318259,1.2242186485421738,1.8344154601672535,1.189074318236513,1.189074318236513,17.798939557922225,9
137742.16008280913,13863.81013519621,38.261711134113646,3.8510583708878343,85.45217018399114,8.193514975929517,0.0,0.0,5.268214649053647,0.3063210132883114,5.1704787807307895,0.30063814874823436,0.27437387157756865,-0.0008698478253962305,0.0053677181999999945,-6.938893903907228e-18,0.26900615337756867,-0.0008698478253962305,0.014959943514831375,0.0008698478253962305,0.014959943514831375,0.0008698478253962305,6.938893903907228e-18,6.938893903907228e-18,0.014959943515144606,0.000869847825427485,0.4009486440431021,0.023313210091730707,0.0,0.0,0.0,0.0,0.014959943515144606,0.000869847825427485,0.4009486440431021,0.023313210091730707,-0.13402778223743436,-0.18473924406120065,5.827615068509379,0.0,0.0,0.0,0.18162373712558902,-0.0008690397856661869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7323185203129,0.0,0.0,0.0,0.08738241625197964,-8.080397300574971e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8423606887653251,0.2634820865921925,0.09317306399990907,4.2931730640000465,4.200000000000138,7.209763347488438,0.26900615337756867,5.827615068509379,8.7323185203129,7.209763347488438,7.020217475645994,5.674406103709229,8.50274442094732,1.522555172824462,1.482526945301326,0.6673617155573663,0.6673617155573663,4.742204844845627,4.742204844845627,4.617531494494281,0.028613591694513277,0.8065457453231961,1.1438088064885803,3.643808806488579,2.4999999999999987,0.8137470970708118,0.5430636587310036,4.742204844845627,4.742204844845627,1.228883032086541,1.8414047486380067,1.1937202747661013,1.1937202747661013,17.737267257869203,10
